Origen de la base;Código de partido;Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad;Edad agrupada;Sexo
Ministerio de Seguridad;539;3/3/2018;Marzo;12:35:00;Diurno;46;45 a 54;Mujer
Ministerio de Seguridad;539;3/3/2018;Marzo;12:35:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;539;3/3/2018;Marzo;12:35:00;Diurno;21;15 a 24;Mujer
Ministerio de Seguridad;525;3/3/2018;Marzo;16:45:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;525;4/3/2018;Marzo;15:00:00;Diurno;21;15 a 24;Mujer
Ministerio de Seguridad;539;11/3/2018;Marzo;01:31:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;539;10/3/2018;Marzo;19:25:00;Nocturno;55;55 a 64;Mujer
Ministerio de Seguridad;539;20/3/2018;Marzo;17:20:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;539;19/3/2018;Marzo;08:50:00;Diurno;54;45 a 54;Varón
Ministerio de Seguridad;539;19/3/2018;Marzo;08:50:00;Diurno;34;25 a 34;Mujer
Ministerio de Seguridad;329;22/3/2018;Marzo;08:30:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;539;23/3/2018;Marzo;13:00:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;539;29/3/2018;Marzo;15:00:00;Diurno;34;25 a 34;Varón
Ministerio de Seguridad;539;30/3/2018;Marzo;05:45:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;539;3/4/2018;Abril;09:20:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;525;2/4/2018;Abril;19:40:00;Nocturno;31;25 a 34;Mujer
Ministerio de Seguridad;525;2/4/2018;Abril;19:40:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;539;2/5/2018;Mayo;21:20:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;441;31/1/2018;Enero;12:20:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;441;6/2/2018;Febrero;18:05:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;441;7/2/2018;Febrero;14:54:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;245;9/2/2018;Febrero;12:30:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;441;12/2/2018;Febrero;17:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;245;13/2/2018;Febrero;02:15:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;441;17/2/2018;Febrero;17:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;098;16/2/2018;Febrero;18:20:00;Diurno;12;5 a 14;Varón
Ministerio de Seguridad;245;19/2/2018;Febrero;12:00:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;441;19/2/2018;Febrero;21:00:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;441;27/2/2018;Febrero;13:40:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;26/2/2018;Febrero;12:10:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;441;22/2/2018;Febrero;19:00:00;Diurno;47;45 a 54;Mujer
Ministerio de Seguridad;441;3/3/2018;Marzo;16:00:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;8/3/2018;Marzo;14:00:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;441;8/3/2018;Marzo;08:23:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;12/3/2018;Marzo;15:15:00;Diurno;65;65 a 74;Varón
Ministerio de Seguridad;441;12/3/2018;Marzo;15:15:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;441;12/3/2018;Marzo;15:15:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;4/3/2018;Marzo;12:00:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;098;12/3/2018;Marzo;17:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;21/3/2018;Marzo;16:00:00;Diurno;39;35 a 44;Mujer
Ministerio de Seguridad;441;21/3/2018;Marzo;16:00:00;Diurno;20;15 a 24;Mujer
Ministerio de Seguridad;245;22/3/2018;Marzo;23:10:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;441;22/3/2018;Marzo;18:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;22/3/2018;Marzo;18:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;23/3/2018;Marzo;20:15:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;245;26/3/2018;Marzo;22:14:00;Nocturno;9;5 a 14;Mujer
Ministerio de Seguridad;441;28/3/2018;Marzo;12:10:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;441;27/3/2018;Marzo;12:10:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;29/3/2018;Marzo;07:20:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;098;30/3/2018;Marzo;01:43:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;441;2/4/2018;Abril;08:16:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;4/4/2018;Abril;15:00:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;441;5/4/2018;Abril;10:50:00;Diurno;50;45 a 54;Varón
Ministerio de Seguridad;098;6/4/2018;Abril;20:50:00;Nocturno;13;5 a 14;Mujer
Ministerio de Seguridad;441;5/4/2018;Abril;19:05:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;441;9/4/2018;Abril;21:30:00;Nocturno;40;35 a 44;Varón
Ministerio de Seguridad;441;9/4/2018;Abril;19:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;441;12/4/2018;Abril;08:55:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;441;12/4/2018;Abril;12:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;441;12/4/2018;Abril;12:00:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;441;14/4/2018;Abril;16:00:00;Diurno;14;5 a 14;Varón
Ministerio de Seguridad;441;16/4/2018;Abril;16:55:00;Diurno;52;45 a 54;Mujer
Ministerio de Seguridad;441;17/4/2018;Abril;20:15:00;Nocturno;40;35 a 44;Varón
Ministerio de Seguridad;098;17/4/2018;Abril;13:50:00;Diurno;22;15 a 24;Mujer
Ministerio de Seguridad;098;17/4/2018;Abril;13:50:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;098;17/4/2018;Abril;13:50:00;Diurno;2;0 a 4;Mujer
Ministerio de Seguridad;441;19/4/2018;Abril;08:15:00;Diurno;42;35 a 44;Mujer
Ministerio de Seguridad;441;22/4/2018;Abril;08:12:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;22/4/2018;Abril;05:00:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;441;22/4/2018;Abril;05:00:00;Nocturno;25;25 a 34;Mujer
Ministerio de Seguridad;441;22/4/2018;Abril;05:00:00;Nocturno;18;15 a 24;Mujer
Ministerio de Seguridad;441;25/4/2018;Abril;00:00:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;441;26/4/2018;Abril;14:05:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;441;28/4/2018;Abril;19:30:00;Nocturno;57;55 a 64;Mujer
Ministerio de Seguridad;441;18/6/2018;Junio;19:10:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;245;19/6/2018;Junio;21:06:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;441;21/6/2018;Junio;18:30:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;19/6/2018;Junio;07:05:00;Diurno;45;45 a 54;Mujer
Ministerio de Seguridad;245;23/6/2018;Junio;07:40:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;441;23/6/2018;Junio;18:40:00;Diurno;15;15 a 24;Mujer
Ministerio de Seguridad;441;1/7/2018;Julio;16:00:00;Diurno;2;0 a 4;Varón
Ministerio de Seguridad;245;3/7/2018;Julio;12:35:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;098;1/7/2018;Julio;20:25:00;Nocturno;70;65 a 74;Varón
Ministerio de Seguridad;441;5/7/2018;Julio;17:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;5/7/2018;Julio;19:45:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;4/7/2018;Julio;12:00:00;Diurno;6;5 a 14;Varón
Ministerio de Seguridad;441;6/7/2018;Julio;08:55:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;441;9/7/2018;Julio;17:10:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;245;6/7/2018;Julio;13:05:00;Diurno;35;35 a 44;Mujer
Ministerio de Seguridad;441;3/7/2018;Julio;09:45:00;Diurno;45;45 a 54;Varón
Ministerio de Seguridad;441;1/7/2018;Julio;15:00:00;Diurno;60;55 a 64;Mujer
Ministerio de Seguridad;441;1/7/2018;Julio;15:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;1/7/2018;Julio;15:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;14/7/2018;Julio;12:00:00;Diurno;23;15 a 24;Mujer
Ministerio de Seguridad;441;14/7/2018;Julio;12:00:00;Diurno;2;0 a 4;Varón
Ministerio de Seguridad;098;9/7/2018;Julio;23:40:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;441;15/7/2018;Julio;15:00:00;Diurno;2;0 a 4;Varón
Ministerio de Seguridad;245;12/7/2018;Julio;12:00:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;441;18/7/2018;Julio;09:50:00;Diurno;27;25 a 34;Mujer
Ministerio de Seguridad;441;18/7/2018;Julio;13:40:00;Diurno;38;35 a 44;Mujer
Ministerio de Seguridad;441;18/7/2018;Julio;13:40:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;441;20/7/2018;Julio;16:30:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;441;23/7/2018;Julio;10:10:00;Diurno;24;15 a 24;Mujer
Ministerio de Seguridad;245;19/7/2018;Julio;04:20:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;245;19/7/2018;Julio;04:20:00;Nocturno;33;25 a 34;Varón
Ministerio de Seguridad;441;25/7/2018;Julio;19:10:00;Nocturno;45;45 a 54;Mujer
Ministerio de Seguridad;441;24/7/2018;Julio;12:30:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;245;26/7/2018;Julio;17:30:00;Diurno;20;15 a 24;Varón
Ministerio de Seguridad;441;28/7/2018;Julio;08:27:00;Diurno;24;15 a 24;Mujer
Ministerio de Seguridad;441;27/7/2018;Julio;11:30:00;Diurno;49;45 a 54;Mujer
Ministerio de Seguridad;098;1/8/2018;Agosto;15:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;441;2/8/2018;Agosto;12:42:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;2/8/2018;Agosto;19:15:00;Nocturno;49;45 a 54;Varón
Ministerio de Seguridad;441;3/8/2018;Agosto;17:00:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;441;12/8/2018;Agosto;16:00:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;441;12/8/2018;Agosto;16:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;245;14/8/2018;Agosto;16:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;13/8/2018;Agosto;22:00:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;098;13/8/2018;Agosto;12:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;441;17/8/2018;Agosto;20:00:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;20/8/2018;Agosto;06:40:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;441;17/8/2018;Agosto;09:00:00;Diurno;73;65 a 74;Mujer
Ministerio de Seguridad;098;17/8/2018;Agosto;10:35:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;245;20/8/2018;Agosto;19:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;245;20/8/2018;Agosto;19:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;245;21/8/2018;Agosto;16:00:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;22/8/2018;Agosto;11:55:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;441;26/8/2018;Agosto;17:10:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;441;26/8/2018;Agosto;17:10:00;Diurno;23;15 a 24;Mujer
Ministerio de Seguridad;441;25/8/2018;Agosto;17:00:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;245;16/10/2018;Octubre;17:30:00;Diurno;64;55 a 64;Varón
Ministerio de Seguridad;441;27/10/2018;Octubre;15:45:00;Diurno;51;45 a 54;Mujer
Ministerio de Seguridad;098;28/10/2018;Octubre;18:45:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;245;27/10/2018;Octubre;10:10:00;Diurno;60;55 a 64;Varón
Ministerio de Seguridad;441;2/11/2018;Noviembre;15:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;2/11/2018;Noviembre;09:55:00;Diurno;56;55 a 64;Mujer
Ministerio de Seguridad;245;1/11/2018;Noviembre;16:15:00;Diurno;40;35 a 44;Mujer
Ministerio de Seguridad;441;4/11/2018;Noviembre;06:24:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;8/11/2018;Noviembre;15:23:00;Diurno;6;5 a 14;Varón
Ministerio de Seguridad;441;8/11/2018;Noviembre;15:23:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;8/11/2018;Noviembre;15:23:00;Diurno;3;0 a 4;Varón
Ministerio de Seguridad;441;5/11/2018;Noviembre;12:00:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;441;8/11/2018;Noviembre;22:50:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;441;9/11/2018;Noviembre;13:55:00;Diurno;26;25 a 34;Varón
Ministerio de Seguridad;441;7/11/2018;Noviembre;11:00:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;441;7/11/2018;Noviembre;07:40:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;7/11/2018;Noviembre;07:40:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;441;15/11/2018;Noviembre;17:55:00;Diurno;49;45 a 54;Varón
Ministerio de Seguridad;245;9/11/2018;Noviembre;16:00:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;245;16/11/2018;Noviembre;11:25:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;098;20/11/2018;Noviembre;16:00:00;Diurno;12;5 a 14;Mujer
Ministerio de Seguridad;245;18/11/2018;Noviembre;20:00:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;441;23/11/2018;Noviembre;16:05:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;441;23/11/2018;Noviembre;16:05:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;441;23/11/2018;Noviembre;21:00:00;Nocturno;43;35 a 44;Varón
Ministerio de Seguridad;441;27/11/2018;Noviembre;16:00:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;441;27/11/2018;Noviembre;16:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;441;29/11/2018;Noviembre;13:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;441;29/11/2018;Noviembre;19:30:00;Nocturno;77;75 y más;Varón
Ministerio de Seguridad;441;30/11/2018;Noviembre;07:40:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;441;3/12/2018;Diciembre;12:05:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;441;7/12/2018;Diciembre;12:05:00;Diurno;42;35 a 44;Varón
Ministerio de Seguridad;098;8/12/2018;Diciembre;12:20:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;441;10/12/2018;Diciembre;10:00:00;Diurno;64;55 a 64;Varón
Ministerio de Seguridad;441;9/12/2018;Diciembre;16:00:00;Diurno;18;15 a 24;Mujer
Ministerio de Seguridad;245;9/12/2018;Diciembre;08:10:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;441;22/12/2018;Diciembre;16:00:00;Diurno;41;35 a 44;Varón
Ministerio de Seguridad;098;24/12/2018;Diciembre;20:15:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;168;7/1/2018;Enero;02:40:00;Nocturno;17;15 a 24;Mujer
Ministerio de Seguridad;168;7/1/2018;Enero;02:40:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;238;2/2/2018;Febrero;10:00:00;Diurno;21;15 a 24;Mujer
Ministerio de Seguridad;238;19/3/2018;Marzo;21:00:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;238;19/3/2018;Marzo;21:00:00;Nocturno;1;0 a 4;Varón
Ministerio de Seguridad;238;19/3/2018;Marzo;21:00:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;238;23/3/2018;Marzo;01:30:00;Nocturno;33;25 a 34;Varón
Ministerio de Seguridad;238;23/3/2018;Marzo;01:30:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;238;28/5/2018;Mayo;17:30:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;238;2/12/2018;Diciembre;19:50:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;091;1/1/2018;Enero;01:40:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;658;1/1/2018;Enero;10:35:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;274;2/1/2018;Enero;21:30:00;Nocturno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;3/1/2018;Enero;12:30:00;Diurno;41;35 a 44;Varón
Ministerio de Seguridad;091;5/1/2018;Enero;23:40:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;091;8/1/2018;Enero;11:22:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;8/1/2018;Enero;23:30:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;658;9/1/2018;Enero;13:20:00;Diurno;2;0 a 4;Varón
Ministerio de Seguridad;490;21/7/2018;Julio;12:00:00;Diurno;42;35 a 44;Varón
Ministerio de Seguridad;035;26/7/2018;Julio;20:40:00;Nocturno;66;65 a 74;Mujer
Ministerio de Seguridad;434;28/7/2018;Julio;22:00:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;035;2/8/2018;Agosto;11:35:00;Diurno;69;65 a 74;Varón
Ministerio de Seguridad;490;4/8/2018;Agosto;19:12:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;490;4/8/2018;Agosto;16:50:00;Diurno;50;45 a 54;Varón
Ministerio de Seguridad;434;4/8/2018;Agosto;04:30:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;035;6/8/2018;Agosto;08:25:00;Diurno;37;35 a 44;Mujer
Ministerio de Seguridad;035;7/8/2018;Agosto;16:45:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;035;11/8/2018;Agosto;06:30:00;Nocturno;17;15 a 24;Mujer
Ministerio de Seguridad;434;11/8/2018;Agosto;11:40:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;490;13/8/2018;Agosto;12:00:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;434;15/8/2018;Agosto;18:15:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;490;23/8/2018;Agosto;18:30:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;434;25/8/2018;Agosto;01:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;434;28/8/2018;Agosto;15:30:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;490;29/8/2018;Agosto;14:47:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;490;5/9/2018;Septiembre;18:10:00;Diurno;41;35 a 44;Mujer
Ministerio de Seguridad;035;7/9/2018;Septiembre;15:15:00;Diurno;70;65 a 74;Varón
Ministerio de Seguridad;035;9/9/2018;Septiembre;16:40:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;035;9/9/2018;Septiembre;07:55:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;434;12/9/2018;Septiembre;09:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;490;12/9/2018;Septiembre;17:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;035;16/9/2018;Septiembre;03:30:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;490;17/9/2018;Septiembre;11:20:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;434;17/9/2018;Septiembre;13:00:00;Diurno;65;65 a 74;Mujer
Ministerio de Seguridad;035;19/9/2018;Septiembre;17:20:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;490;20/9/2018;Septiembre;09:40:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;434;20/9/2018;Septiembre;18:00:00;Diurno;9;5 a 14;Mujer
Ministerio de Seguridad;434;21/9/2018;Septiembre;19:30:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;035;21/9/2018;Septiembre;18:30:00;Diurno;14;5 a 14;Varón
Ministerio de Seguridad;490;22/9/2018;Septiembre;12:30:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;035;21/9/2018;Septiembre;16:15:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;035;24/9/2018;Septiembre;15:40:00;Diurno;42;35 a 44;Mujer
Ministerio de Seguridad;434;29/9/2018;Septiembre;10:00:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;434;29/9/2018;Septiembre;20:30:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;434;29/9/2018;Septiembre;20:30:00;Nocturno;13;5 a 14;Varón
Ministerio de Seguridad;434;1/10/2018;Octubre;21:30:00;Nocturno;48;45 a 54;Varón
Ministerio de Seguridad;490;1/10/2018;Octubre;21:42:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;434;3/10/2018;Octubre;__:__:00;Nocturno;36;35 a 44;Varón
Ministerio de Seguridad;490;6/10/2018;Octubre;17:52:00;Diurno;75;75 y más;Varón
Ministerio de Seguridad;434;8/10/2018;Octubre;18:30:00;Diurno;55;55 a 64;Mujer
Ministerio de Seguridad;035;10/10/2018;Octubre;08:30:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;035;13/10/2018;Octubre;00:30:00;Nocturno;14;5 a 14;Varón
Ministerio de Seguridad;035;13/10/2018;Octubre;10:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;434;15/10/2018;Octubre;05:20:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;434;15/10/2018;Octubre;05:20:00;Nocturno;5;5 a 14;Mujer
Ministerio de Seguridad;434;15/10/2018;Octubre;05:20:00;Nocturno;59;55 a 64;Varón
Ministerio de Seguridad;434;15/10/2018;Octubre;05:20:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;434;15/10/2018;Octubre;05:20:00;Nocturno;7;5 a 14;Varón
Ministerio de Seguridad;035;14/10/2018;Octubre;14:00:00;Diurno;34;25 a 34;Mujer
Ministerio de Seguridad;490;18/10/2018;Octubre;06:50:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;035;19/10/2018;Octubre;05:55:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;035;19/10/2018;Octubre;23:30:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;434;19/10/2018;Octubre;20:00:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;427;7/11/2018;Noviembre;21:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;11/11/2018;Noviembre;20:50:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;427;12/11/2018;Noviembre;07:40:00;Diurno;26;25 a 34;Mujer
Ministerio de Seguridad;427;12/11/2018;Noviembre;07:40:00;Diurno;42;35 a 44;Varón
Ministerio de Seguridad;427;12/11/2018;Noviembre;07:40:00;Diurno;27;25 a 34;Mujer
Ministerio de Seguridad;427;12/11/2018;Noviembre;07:40:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;427;10/11/2018;Noviembre;17:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;427;10/11/2018;Noviembre;17:15:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;427;14/11/2018;Noviembre;09:00:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;427;16/11/2018;Noviembre;16:45:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;21/11/2018;Noviembre;07:00:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;427;20/11/2018;Noviembre;21:00:00;Nocturno;5;5 a 14;Mujer
Ministerio de Seguridad;427;24/11/2018;Noviembre;22:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;20/11/2018;Noviembre;12:45:00;Diurno;9;5 a 14;Varón
Ministerio de Seguridad;427;28/11/2018;Noviembre;11:00:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;427;27/11/2018;Noviembre;08:30:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;427;30/11/2018;Noviembre;13:00:00;Diurno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;427;28/11/2018;Noviembre;21:10:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;427;29/11/2018;Noviembre;11:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;29/11/2018;Noviembre;11:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;2/12/2018;Diciembre;11:30:00;Diurno;33;25 a 34;Mujer
Ministerio de Seguridad;427;5/12/2018;Diciembre;15:40:00;Diurno;15;15 a 24;Varón
Ministerio de Seguridad;427;12/12/2018;Diciembre;07:50:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;427;9/12/2018;Diciembre;20:32:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;12/12/2018;Diciembre;09:30:00;Diurno;66;65 a 74;Varón
Ministerio de Seguridad;427;10/12/2018;Diciembre;22:55:00;Nocturno;26;25 a 34;Varón
Ministerio de Seguridad;427;7/12/2018;Diciembre;10:16:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;427;14/12/2018;Diciembre;17:40:00;Diurno;55;55 a 64;Varón
Ministerio de Seguridad;427;14/12/2018;Diciembre;17:40:00;Diurno;54;45 a 54;Mujer
Ministerio de Seguridad;427;12/12/2018;Diciembre;09:00:00;Diurno;Sin determinar;Sin determinar;Varón
